first_seen,symbol,side,outcome,exit_type,r_multiple,roi_pct,leverage,planned_entry,planned_entry_note,planned_dca,planned_stop,planned_take_profits,risk_note,avg_entry,dca_fills,stop_moves,tp_changes,partials,exit_price,entry_time,exit_time,duration_hours,thesis,management_story,indicators,market_context,still_open_at_end,confidence,notes,msgs,first_link
2026-06-27 06:16:37,BEATUSDT,long,win,manual_close,,40,,2.6,"'bought some BEAT in spot around 2.6' - officially a spot call, not a setup",,2,,"Risky trade, invest max 5% of your spot; the 2 stop applies only to the optional leveraged version",2.6,,,,,,2026-06-27 06:16:37,2026-07-01 17:24:05,107.1,"A spot punt on BEAT around 2.6 expecting a 40-100% 'scam pump', capped at 5% of anyone's spot.","On 27 June he said he had bought BEAT in spot around 2.6 - a risky trade worth at most 5% of anyone's spot - and that while it could also be traded long with 2 as the stop, officially it was a spot call. He was expecting a 40-100% scam pump. It delivered the low end: on 1 July he reported BEAT had given exactly a 40% pump from their entry and that he had taken profit, though he never posted the exit price. He added that he still expected a further scam pump up to $4 even though he was out.",,,False,high,"Entry is 'around 2.6' and no exit price is ever given - the 40% is his own description of the move, so exit_price is null. No published target existed, so the exit is a discretionary profit-take rather than a TP fill.","#615, #642",https://discord.com/channels/1042855255089623100/1501271173588193290/1520266578879316088
2026-06-27 06:20:08,BTCUSDT,long,not_taken,not_taken,,,,60000,"60k CMP, published explicitly as an idea for members - 'Just an idea if anyone wants to swing, I'll take a scalp later on'",,56800,65000,"an idea handed to members, not a trade he was taking himself",,,,,,,,,,"A 60k-to-65k swing idea offered to members after he decided the weekend dump was over, while he intended to scalp instead.","He posted this purely as an idea for members - 60k CMP, 65k target, 56,800 stop - and said in the same message that he was not taking it himself: 'Just an idea if anyone wants to swing, I'll take a scalp later on'. Nothing in the log shows him entering it and the setup is never mentioned again. His next actual BTC trades were the 06-29 swing short from 60k and the long he scrambled into at 59,200 the same morning. Recorded as not taken.",,he thought the weekend dump was finished and BTC was heading to at least 62k,False,high,msg 613 is the plan the evening before ('will look for a BTC long again') that leads into this idea. Side is inferred from the structure of the call - TP above and SL below entry - as the event itself is not labelled long or short.,"#613, #616",https://discord.com/channels/1042855255089623100/1501271173588193290/1520091131084275922
2026-06-29 02:53:53,BTCUSDT,short,win,manual_close,,163.77,150,59700,"59,700 CMP or 60k, with 50% of size held back for a DCA at 62k; entering near the DCA was offered as a better R. His own fill is quoted as 60k, card 59,972.9",62000,64000,"56000, 57000",swing with a wide 64k stop; members told they could enter around the DCA for a better R,59972.9,,,"time=2026-06-30 16:02:13; to=[57550]; note=replaced the 'TP manually somewhere around 56-57k' from the call with a hard 57,550 target, citing his fill as 60k; msg=627 | time=2026-06-30 16:02:27; to=[57550]; note=same target re-posted directly under the original call so members saw it against the setup; msg=628",,59318.1,2026-06-29 02:53:53,2026-07-01 04:56:25,50.0,"He wanted to buy the 57k region anyway, so he shorted into it from 59.7-60k with a wide 64k stop and half the size reserved for a 62k DCA.","He opened the swing short at 59,700 CMP (or 60k) on 06-29 with the reasoning 'I want to long from 57k region so why not try a short', holding 50% back for a DCA at 62k, planning to take profit manually around 56-57k, and using a wide 64k stop. His fill is quoted as 60k, with the closing card showing 59,972.9, and the 62k DCA never filled. On 06-30 he replaced the loose 56-57k plan with a hard 57,550 target and re-posted it under the original call so members could see it against the setup, running the short alongside a fresh 58.3k scalp long. The target was never reached: on 07-01 he said the short was in profit and had 'almost touched our TP', then closed it at 59,318.1 for +163.77% on the 150x card.",,run deliberately alongside his fresh BTC longs; he was shorting into a level he intended to buy,False,medium,"No separate fill message was posted, so entry_time is the call time; his stated fill (60k, card 59,972.9) is above the 59,700 CMP in the call, so the actual entry may have been slightly later. The exit comes from the later context (msg 637). Two later messages muddy it: at 17:17 on 07-01 he still says the short's 'TP missed by 200$' and 'a DCA full will be nice', and at 18:09 he says the swing short is running alongside a new scalp short - so he may have re-established the position after this close.","#620, #627, #628, #636, #637",https://discord.com/channels/1042855255089623100/1501271173588193290/1520940334593609748
2026-06-29 05:42:18,BTCUSDT,long,unknown,unknown,,,150,59000,"he wanted a 59k scalp long but price ran up too fast for him to post it, so the setup was never published; his actual fill is the 59,200 on the card in msg 623",,,,,59200.0,,,,,,2026-06-29 06:12:13,,,"He wanted to be long as well as short and was waiting for a new daily low to trigger it; when the 59k scalp ran away from him he took 59,200 anyway with a DCA resting below, expecting a good pump.","At 02:54 on 06-29, minutes after posting the swing short, he said he would long too and was waiting for a new daily low. At 05:42 he admitted he had wanted to scalp long at 59k but price 'went up so fast couldn't update', so the setup was never published. Half an hour later he showed himself in anyway at 59,200 with a DCA resting below, saying this would 'pump good' and he just hoped the DCA filled. That card is an open-position mark at 60,063.9 and no exit is ever recorded - when he called a fresh long at 58.3k the next day he described it as one heavy entry with no DCA, and the two longs closed on 07-01 carry entries of 58,486.2 and 58,372.7, so neither of them is this one.",daily low,crazy wicks up and down; price ran $500 while he was writing the post,True,low,"This position simply disappears from the log - no close, no stop, no target was ever posted for it, and no later card matches the 59,200 entry, so outcome is unknown and it is flagged as still open. It may have been closed unannounced or folded into the 06-30 long. first_seen is the missed 59k attempt (msg 622); msg 621, where he first said he would long as well, is included in msgs. No stop was ever given.","#621, #622, #623",https://discord.com/channels/1042855255089623100/1501271173588193290/1520940547701997568
2026-06-30 16:02:13,BTCUSDT,long,win,manual_close,0.5,119.03,150,58300,"58.3k CMP, run alongside the 60k swing short; nothing was saved for a DCA - msg 632 says it was one heavy entry",,56300,,"unusually for him a single heavy entry with no DCA reserve, which is why he took a partial at all",58486.2,,time=2026-06-30 17:22:10; to=57000; type=tightened; note=raised from the 56.3k call stop once half was booked; msg=631,"time=2026-06-30 16:44:44; to=[59180]; note=reframed as a scalp with a first target of 59,180; msg=629 | time=2026-06-30 17:22:10; to=[59500]; note=target for the remaining 50% lifted to around 59.5k after the first TP filled; msg=631","time=2026-06-30 17:22:10; price=59104.4; portion_pct=50; note=the 59,180 scalp target 'got hit instantly'; the crop shows the closed portion at an average 59,104.4; msg=631",58950.3,2026-06-30 16:02:13,2026-07-01 04:56:00,12.9,"A scalp long at 58.3k CMP taken alongside the running 60k swing short, aiming for a quick pop to 59,180 with a 56.3k invalidation.","He called a long at 58.3k CMP with a 56.3k stop, running it alongside the 60k swing short, and forty minutes later reframed it as a scalp with a 59,180 target. The target 'got hit instantly': he took 50% off at an average 59,104.4, lifted the target for the rest to around 59.5k, tightened the stop to 57k and said he would add 25% back at 58.2k if price came down. He explained the unusual partial - he does not normally take them, but this was one heavy entry with no DCA saved - said he was still holding, and told members to exit on a hard rejection off the 50 EMA at 59.3k because he might not be able to update in time. Price dumped immediately after his 50%, he said he would add the 25% back at 58k and re-longed separately at 58.4k, and by 04:56 on 07-01 this one was closed: the card shows 58,486.2 in at 58,950.3 out, +119.03%, one of the 'two long scalps of around 0.5Rs' he booked that morning.",50 EMA,sharp two-way action - the scalp target filled almost instantly and price then dumped straight back,False,medium,"The exit is pieced together from the later context. Of the two cards on 07-01, msg 635 explicitly ties 58,372.7 -> 58,957.8 to the re-long, so the other card (58,486.2 -> 58,950.3) is taken as this position; but its 58,486.2 average is above the 58.3k CMP he called and does not reflect the 25% add-back at 58k he said he would make, and msg 638 describes one long as 'closed at 59.2k earlier', which matches neither card. The 50% partial at 59,104.4 on 06-30 is the well-documented part; the exact final fill and close time are uncertain. r_multiple is his own approximation ('around 0.5Rs').","#627, #629, #631, #632, #633, #634, #636, #638",https://discord.com/channels/1042855255089623100/1501271173588193290/1521501113877139617
2026-06-30 16:46:29,HYPEUSDT,long,loss,stop_loss,,,,64.8,CMP,,62.7,68,A bit risky - he flagged it at the call and again at the stop-out,,,,,,,2026-06-30 16:46:29,2026-07-01 17:01:39,24.3,A relative-strength play: HYPE was holding well and he expected a BTC bounce around 57-58k to lift it.,"He called HYPE long at 64.8 CMP with a 68 target and a 62.7 stop, saying it was a bit risky but that HYPE was holding well and a BTC bounce around 57-58k might send it higher. A day later the stop went. His only comment was that he had said it was risky and hoped people had managed their risk. No levels or figures were restated.",,expected a BTC bounce around 57-58k,False,high,"No exit price, ROI or R figure was given for the stop-out; the published stop was 62.7, and he never confirmed his own fill.","#630, #639",https://discord.com/channels/1042855255089623100/1501271173588193290/1521512253352841236
2026-06-30 17:58:28,BTCUSDT,long,win,manual_close,0.5,150.34,150,58400,"58.4k CMP (market), posted as 'Long again' minutes after the dump off 59.2k",,57000,,,58372.7,,,,,58957.8,2026-06-30 17:58:28,2026-07-01 04:48:43,10.8,"Re-longs BTC immediately after the 59.2k spike dumped back to 58.4k, same dip-buying idea as the scalp he had just taken half off, with a 57k invalidation.","He posted the re-long at 58.4k CMP with a 57k stop and no target, running it alongside the older 58.3k long he had already half-closed. He held it overnight and closed it the next morning at 58,957.8 from an average 58,372.7 (+150.34% on a 150x card) with the words 'Closed this after re-longing'. Minutes later he told the channel both longs were out - 'One was closed at 59.2k earlier, one at 59k rn' - and framed the pair as 'Caught 2 long scalps of around 0.5Rs'. Followers still in the older trade were told to add back at 58k; he added 25% back there himself, on the older position rather than this one.",,BTC whipsawing in the 58-59.2k range on 30 June; he had just banked 50% of the earlier 58.3k scalp at ~59.1k before the dump,False,high,"He ran two BTC longs at once here, so read the cards carefully: MSG 636 shows two 150x cards and only the 58,372.7 one belongs to this re-long (MSG 635 attaches it explicitly). The other card (58,486.2 to 58,950.3, +119.03%) belongs to the older 58.3k long called in MSG 627, which starts before this window. The 'add 25% back at 58k' instruction in MSG 634 is also for that older trade, not this one. The 0.5R is his own rough figure ('around 0.5Rs'), not a computed number.","#634, #635, #636, #638",https://discord.com/channels/1042855255089623100/1501271173588193290/1521530366798594078
2026-07-01 17:03:13,JUPUSDT,short,win,manual_close,,44.25,50,0.239,0.239 CMP with 25% of size saved for a DCA whose level was never given,,0.2703,,Save 25% for DCA,0.238,,,,,0.2358,2026-07-01 17:03:13,2026-07-05 06:38:05,85.6,"Short JUP at market with a 0.2703 stop, keeping a quarter of the size back for a DCA; no target was published.","He shorted JUP at 0.239 CMP with a 0.2703 stop and 25% held back for a DCA, giving no target. It drifted for three and a half days without ever threatening the stop or reaching a level worth booking. On 5 July he closed it manually at 0.2358 from 0.2380 for +44.25% at 50x, purely because it was going nowhere.",,not stated,False,high,"The DCA he reserved 25% for was never given a level and never mentioned again. [AUDIT] Audit: ""without ever threatening the stop"" is inferred from 3.5 days of silence, not stated.","#640, #674",https://discord.com/channels/1042855255089623100/1501271173588193290/1521878850936635392
2026-07-01 17:17:49,BTCUSDT,long,win,manual_close,,554.97,250,,"Never published as a setup - a personal position, no entry, stop or target given to the channel",,,,,58637.9,,,,,59939.6,,2026-07-01 17:17:49,,"He believes BTC has finished its move down and that 62k comes this week, so he stays long personally on his high-leverage account rather than as a posted call.","The only record of this trade is the MEXC share card posted with 'Personally longing BTC I think BTC has given it's move down and we will see 62k this week' - a closed 250x long, average entry 58,637.9, average close 59,939.6, +554.97%. No entry, stop or target was ever published for it, and the entry price sits below the ~58,950 where he had closed the two called longs nine hours earlier, so the fill predates the message by an unknown amount. Forty minutes later he added 'And if you longed big win for you, never hit SL', which reads as a victory lap on the same idea. He flipped to the short side less than an hour after this post.",,BTC recovering through 59-60k on 1 July after the 58k base; his swing short was still running and had missed its target by $200,False,low,"Distrust the framing more than the numbers. The card's figures are explicit, but nothing dates the entry, and the text ('Personally longing BTC') is present tense while the card is closed - so this may be (a) a separate uncalled MEXC leg he opened and closed on 1 July, or (b) the 250x account leg of the 30 June / 1 July longs held past the 04:58 'longs are closed' announcement, in which case its true start is outside this window. It is not a duplicate of the 06-30 re-long card: entries (58,637.9 vs 58,372.7) and exits (59,939.6 vs 58,957.8) both differ. MSG 643 may equally refer to the earlier called longs, which also never hit their stop.","#641, #643",https://discord.com/channels/1042855255089623100/1501271173588193290/1521882525780148336
2026-07-01 18:09:03,BTCUSDT,short,loss,stop_loss,,,,59800,"59.8k CMP, posted as a scalp while his older swing short was still running",60250,61000,59000,DCA at 60250 offered as optional ('otherwise can just do without DCA'); once it filled he called the trade risky and told anyone who wanted out to leave,60050,time=2026-07-01 19:01:27; price=60250; portion_pct=25; note=the optional 25% add filled; he stated the blended entry as 60050; msg=647,,"time=2026-07-01 19:01:27; to=[59500]; note=target pulled in from 59k to ~59,500 to take 0.5R now that the trade looked risky; msg=647",,61000,2026-07-01 18:09:03,2026-07-02 01:22:55,7.2,"A quick counter-trend scalp short from 59.8k down to 59k, taken against his own stated bullish view and run next to the swing short he already had on.","He called the scalp short at 59.8k CMP for 59k with a 61k stop, clarifying a minute later that this was the scalp and the older swing short was still running. He offered an optional 25% DCA at 60,250; it filled within the hour, taking his blended entry to 60,050, at which point he flagged the trade as risky and said anyone who wanted to exit could, pulling his own target in from 59k to about 59,500 for a 0.5R. Price never came back - roughly six hours later he posted 'SL on our BTC short, was in profits and entry for a while mentioned it's risky now, looked like a breakout wanted to take a chance.' Straight afterwards he admitted he had simply counter-traded himself, having said 62k was incoming, and called 62-64k due next.",breakout,BTC pushing up through 60k toward the 62k he himself had called; the move looked like a breakout and he shorted into it anyway,False,high,"He never stated a fill price or an ROI for the stop-out; exit_price 61000 is the stop level he posted in the call (MSG 644), carried over, not a figure he quoted. His stated blended entry of 60,050 is also a little above a straight 75/25 blend of 59,800 and 60,250 (~59,913), so his own fills were likely worse than the posted levels. No R was given for the loss.","#644, #645, #646, #647, #649, #650",https://discord.com/channels/1042855255089623100/1501271173588193290/1521895420002046186
2026-07-02 15:19:14,ETHUSDT,short,loss,stop_loss,,,,1662,"posted as a 1660 limit or 1656 CMP, then corrected to a 1662 limit with CMP entry still fine",,1690,1622,,,,,,,,2026-07-02 15:19:14,,,Short ETH from 1656-1662 with a first target at 1622 and a 1690 stop.,"He shorted ETH from a 1660 limit or 1656 CMP with TP1 at 1622 and a 1690 stop, correcting the limit to 1662 three minutes later. An hour on he was already grumbling 'yeah never winning on ETH', which reads as the trade moving against him. He never posted a stop-out for it directly, but he re-shorted ETH from 1702 at 18:07 calling it 'one more try', and when he closed that second attempt he said he was playing safe because he had 'already had a SL' on ETH - so this first short was stopped at 1690 during the afternoon.",,ETH grinding higher against him,False,medium,"The stop-out is inferred, not stated: the evidence is 'ETH short again ... one more try' (MSG 657) and 'already had a SL playing safe' (MSG 658). No exit time or fill price was ever posted, so both are null.","#652, #653, #654",https://discord.com/channels/1042855255089623100/1501271173588193290/1522215070954684630
2026-07-02 18:07:26,ETHUSDT,short,breakeven,breakeven,,23.1,150,1702,"1702 was his own entry, 1697 CMP for anyone following",,1735,,playing safe after already taking one stop on ETH,1702.0,,,,,1699.37,2026-07-02 18:07:26,2026-07-03 02:54:22,8.8,"One more try at the ETH short after the first attempt was stopped, from 1702 with a 1735 stop and no target.","Ninety minutes after his first ETH short was taken out, he shorted again from 1702 (1697 CMP for followers) with a 1735 stop, framing it as 'one more try'. He held it overnight and closed it before 3am at 1699.37 - a 150x card showing +23.1%, effectively flat - saying he was not feeling confident and was playing safe after already taking one stop on ETH. In the same message he offered a swing short with 1780 as the stop for anyone who wanted it, making clear he was out himself.",,not stated,False,high,"Marked breakeven because that is how he described it, even though the card shows a small +23.1% leveraged gain. The 1780-stop swing short mentioned in the same message is follower guidance he explicitly did not take.","#657, #658",https://discord.com/channels/1042855255089623100/1501271173588193290/1522257398717485066
2026-07-03 02:57:25,XRPUSDT,long,win,take_profit,,459.98,125,1.086,1.086 CMP; target to be posted once it started moving,,1.0211,"1.1269, 1.16",,1.087,,,"time=2026-07-03 09:25:45; to=[1.1269, 1.16]; msg=660",,1.127,2026-07-03 02:57:25,2026-07-03 21:47:02,18.8,"Long XRP at market with a 1.0211 stop, targets to follow once it started moving.","He longed XRP at 1.086 CMP with a 1.0211 stop and no target, promising one once it moved. By mid-morning it was +209% at 125x and he set TP1 at 1.1269 with a 1.16 TP2 for anyone wanting to hold, then clarified at lunchtime that he had taken nothing off yet and there was no level before 1.1269. That evening TP1 filled and the card showed the 125x long closed from 1.0870 at 1.1270 for +459.98%. The next day he posted 'XRP full TP if someone held' with a card showing entry 1.0868 and an average close of 1.162, so the 1.16 second target was reached as well.",,not stated,False,medium,"Two cards with near-identical entries (1.0870 and 1.0868) - his TP1 close at 1.1270 and a second one closing at 1.162 - suggest he ran the same long on two accounts and let one run to TP2, but the second is framed as 'if someone held', so his own exit is recorded at TP1 1.127. If the 1.162 card is also his, the real exit is 1.162 on 2026-07-04 18:13:03.","#659, #660, #661, #662, #667",https://discord.com/channels/1042855255089623100/1501271173588193290/1522390773365215243
2026-07-04 04:13:31,ETHUSDT,short,unknown,unknown,,195.5,150,1750,1750 CMP or 1760 higher up,1760,1800,1700,,1759.84,,,,,,2026-07-04 04:13:31,,,"Short ETH from 1750-1760 for 1700, with the stop defined as a 4h close above 1780 or a hard 1800.","He shorted ETH at 1750 CMP (or 1760 higher) targeting 1700, with the stop as a 4h close above 1780 or a hard 1800. Eleven hours later he wanted out around breakeven, saying it had gone sideways and was probably just building for another leg up; that evening he softened it - anyone who had exited near BE was fine, anyone still in should keep holding because he was still holding and would post when he closed. On 5 July it came back into profit (150x card, 1759.84 to 1753.36, +55.25%) and he told followers they could safely close while he held, and on 6 July he re-posted it at +195.5% with the position still open. He never posted the close.",4h close,chop - it went sideways for a day before rolling over,False,medium,"Despite promising to update when he closed, no exit was ever posted. Last seen open and +195.5% on 6 July; by 27 July he is telling people not to short ETH blindly, so it was gone by then. Result recorded as unknown.","#664, #666, #669, #675, #685",https://discord.com/channels/1042855255089623100/1501271173588193290/1522772313517588621
2026-07-04 14:17:28,TAOUSDT,long,win,manual_close,,278.02,100,212.4,CMP,,201.76,,,212.45,,,"time=2026-07-04 18:15:33; to=[219.4, 223]; msg=668",,218.36,2026-07-04 14:17:28,2026-07-04 20:36:59,6.3,Long TAO at market with the target to be set once it moved.,"He called TAO long at 212.4 CMP with a 201.76 stop and said the target would come once it moved a bit. Four hours later, with his card showing the 100x long from 212.45 up +123.25% at 215.07, he set TP1 at 219.4 - where he said he would personally exit the whole position - and TP2 at 223 for anyone holding longer. He did not quite get there: at 218.36 it looked like it was rejecting from the target, so he took the profit and closed the whole position for +278.02%, calling it a decent win.",,,False,high,"No R figure was stated for the result. He exited just under his own TP1, so this is recorded as a manual close rather than a target fill.","#665, #668, #670",https://discord.com/channels/1042855255089623100/1501271173588193290/1522924301941211237
2026-07-04 23:07:23,ZECUSDT,short,win,take_profit,,250.72,75,469,469; his fill card shows 468.70,,492.6,,"flagged risky; if he could not post an update, members should take a small TP or move the stop to entry at 0.5R",468.7,,time=2026-07-05 02:20:44; to=468.7; type=to_entry; msg=672,"time=2026-07-05 02:20:44; to=[453.23]; msg=672; note=first target of the trade - the call deliberately had none, pending a move",,453.04,2026-07-04 23:07:23,2026-07-05 05:23:45,6.3,"A short on ZEC from 469 that he himself flagged as risky, with the target deliberately held back until it started moving.","He called the short at 469 with a 492.6 stop, flagged as risky and with no target - the TP would come once it started moving, and if he could not update, members should take a small profit or move the stop to entry at 0.5R. Three hours later he moved his own stop to entry, his card showing the fill at 468.70, set the target at 453.23 with the 75x at +95.89%, and said 10% could be taken off to cover fees in case it ended up stopping at breakeven. Three hours after that the target filled: the card shows the short closed from 468.70 at 453.04 for +250.72%.",,,False,high,"The 10% fee-cover trim is phrased as an option for members ('can take 10%') with no sign he took it himself, so it is not recorded as a partial. His fill, 468.70, is marginally better than the 469 he published.","#671, #672, #673",https://discord.com/channels/1042855255089623100/1501271173588193290/1523057662940414053
2026-07-05 13:17:01,HYPEUSDT,long,win,take_profit,,219.04,75,68.8,CMP,,65.11,,weekend size - don't go too heavy,68.787,,,time=2026-07-05 16:12:28; to=[70.8]; msg=679,,70.796,2026-07-05 13:17:01,2026-07-06 00:34:37,11.3,"Long HYPE at market with no target at the call - a weekend trade taken on reduced size, and a fifth win in a row if it worked.","He called HYPE long at 68.8 CMP with a 65.11 stop and no target, noting that a win here would make five in a row and reminding everyone to use weekend size rather than going heavy. Three hours later he set the first target at 70.8. It filled just after midnight: his card shows the 75x long from 68.787 closed at 70.796 for +219.04%, and he called it a hot streak on a weekend.",,weekend,False,high,"No R figure was given. The spot-HYPE remarks he posted two minutes after this close (msg 681) belong to his spot bag, not to this trade.","#676, #677, #678, #679, #680",https://discord.com/channels/1042855255089623100/1501271173588193290/1523271479561814016
2026-07-06 12:18:25,OPUSDT,short,win,take_profit,0.5,231.95,75,0.1068,CMP,,0.1123,,,0.1067,,,,,0.1034,2026-07-06 12:18:25,2026-07-06 16:10:45,3.9,Short OP at market with a 0.1123 stop; no target was published.,"He shorted OP at 0.1068 CMP with a 0.1123 stop and no target given. Just under four hours later it had run into profit while he was asleep, so he could not update in time; the card shows the 75x short from 0.1067 closed at 0.1034 for +231.95%, which he put at around 0.5R or better.",,,False,high,"No take-profit level was ever published, so 'TP hit' here just means it closed in profit. He describes the result as 'around 0.5+ R'; 0.5 is recorded as the stated floor.","#682, #684",https://discord.com/channels/1042855255089623100/1501271173588193290/1523619119293796442
2026-07-06 12:34:58,MEUSDT,long,win,manual_close,,179.96,50,0.0644,"0.0644 CMP, swing - 'can take a week or 2'",,0.0493,,Wide stop on a slow swing.,0.06447,,,,,0.0668,2026-07-06 12:34:58,2026-07-25 09:34:19,453.0,"A patient swing long on ME from 0.0644 with a wide 0.0493 stop, expected to take a week or two.","He called ME long at 0.0644 CMP with a wide 0.0493 stop and no target, warning it could take a week or two. It then sat untouched for nineteen days - no updates, no stop moves - until he closed it at 0.0668 for +179.96% on 50x, not because it reached anything but because 'too many trades running it's getting messy so closing this now'.",,,False,high,No target was ever published and the trade got no management at all between call and close.,"#683, #769",https://discord.com/channels/1042855255089623100/1501271173588193290/1523623284816613437
2026-07-06 17:25:28,XLMUSDT,short,win,take_profit,,188.93,75,0.1993,0.1993 CMP,,0.20923,0.19276,flagged risky - he was expecting a pump,0.19789,,,,,0.19291,2026-07-06 17:25:28,2026-07-07 14:33:11,21.1,A short on XLM at 0.1993 for a tight move to 0.19276 - risky precisely because he was expecting the market to pump against it.,"He called the short at 0.1993 CMP with a tight 0.19276 target and a 0.20923 stop, labelling the setup risky. Overnight he explained the label: the pump he was expecting is exactly why he flagged it, and he was still in the trade, chasing an eighth straight win. It came in the following afternoon - the 75x card shows the short from 0.19789 closed at 0.19291 for +188.93% - and the streak continued.",,he expects BTC to pump toward 65k,False,high,"Nothing ambiguous here: the call, the hold through the pump he expected and the target fill are all his own posts, with a closing card.","#688, #691, #692",https://discord.com/channels/1042855255089623100/1501271173588193290/1523696391229149324
2026-07-08 17:42:46,AVAXUSDT,short,loss,stop_loss,,,,6.42,6.42 CMP or a limit higher at 6.46,,6.752,6.22,,,,,,,,2026-07-08 17:42:46,2026-07-09 11:05:57,17.4,"A short on AVAX from 6.42 (or a 6.46 limit) down to 6.22, stopped above 6.752.","He shorted AVAX at 6.42 CMP, offering a limit at 6.46 for anyone who wanted a better fill, with TP 6.22 and SL 6.752. Seventeen hours later it was over: 'Unfortunately we got stopped, first SL of the month, sorry.' No exit price was given and the trade was not named in the apology.",,It broke a month-long win streak.,False,medium,"The stop-out message does not name AVAX, but the AVAX short is the position that was running and its 6.752 stop is the one referenced; symbol link inferred. No fill price stated, so exit_price is null and the published stop sits in planned_stop. The 6.46 alternative is an entry option, not a DCA.","#694, #695",https://discord.com/channels/1042855255089623100/1501271173588193290/1524425519163244695
2026-07-09 16:52:33,SOLUSDT,long,breakeven,breakeven,,14.22,125,77.9,77.9 CMP; TP to be posted once it started moving,,73,,,77.9,,,,,77.99,2026-07-09 16:52:33,2026-07-21 03:57:23,275.1,"Long SOL at market from 77.9 with a 73 stop, targets to follow once it started moving.","He longed SOL at 77.9 CMP with SL 73 and said he would post a target once it started moving - it never did. Six days in, weighing BTC, he noted 'SOL showing strength too so either way is fine' while still holding. Twelve days after the call he gave up on it: 'Guys closing SOL around BE for now, almost hit SL twice but we survived, sorry for this messy trade.' The card shows entry 77.90 closed at 77.99, +14.22% on 125x - flat in price terms.",,He was watching BTC direction; SOL's relative strength meant either way suited him.,False,high,"Closed nine cents above entry after two near-stop-outs; he called it breakeven himself, and the +14.22% is only the leverage multiplying a flat move. No target was ever published.","#696, #715, #740",https://discord.com/channels/1042855255089623100/1501271173588193290/1524775271461552238
2026-07-09 23:35:37,BTCUSDT,long,win,take_profit,,182.32,150,63200,63.2k CMP; he told followers entering at the DCA or at 62.8k was equally fine,62570,61700,"64000, 64200",He flagged the target as small relative to the 1.5k stop distance and offered better entries instead of chasing,63229.9,,,,,63998.4,2026-07-09 23:35:37,2026-07-10 05:53:30,6.3,"A small, tightly-defined long from 63.2k for 64-64.2k, offered to the channel ('Trying a BTC long if anyone wants to join') during a week he otherwise did not want to force trades.","He called the long at 63.2k CMP with a 62,570 DCA, a 61,700 stop and a 64k-64.2k target, warning up front that the target was small and that entering at the DCA or 62.8k was better than chasing. The trade needed no management: price ran straight to the first target overnight. Six hours after the call he posted 'BTC TP hit' with a 150x card showing 63,229.9 in and 63,998.4 out, +182.32%. The DCA never filled, so the fill was essentially the posted entry.",,Mid-July grind after his 64k call played out; he was waiting on a pullback before adding more long exposure,False,high,"No R stated. Only the first target (64k) is documented as filled; the second (64.2k) is never mentioned again. [AUDIT] Audit: thesis/market_context import MSG 701 (""not forcing any trades""), posted a day AFTER this trade closed.","#697, #698",https://discord.com/channels/1042855255089623100/1501271173588193290/1524876706572402719
2026-07-10 21:10:51,GENIUSUSDT,long,win,manual_close,,172.22,20,0.359,"0.359 was his own entry, 0.364 CMP for followers",,0.2864,,"shitcoin, so don't go too heavy - 2% at max; if you like scalps skip this or just buy it in spot",0.3509,,,"time=2026-07-25 09:39:02; to=[0.4, 0.44]; msg=770",,0.3816,2026-07-10 21:10:51,2026-07-25 09:39:02,348.5,"A long-term swing on a shitcoin from 0.359 with a wide 0.2864 stop, explicitly not for scalpers - buy it in spot if you don't want to hold.","He put out GENIUS as a long-term swing at his 0.359 entry (0.364 CMP), stop 0.2864, telling scalpers to skip it or just buy spot, and seven minutes later capped size at 2% because it is a shitcoin. He then held it for a fortnight without a single update. On 25 July he closed at 0.3816 from 0.3509 for +172.22% at 20x, with the same reasoning he gave for closing ME - it had finally started moving but he had been holding too long. For anyone not closing with him he said to move the stop to entry and exit at 0.4-0.44.",,not stated,False,medium,"His card entry (0.3509) is below both posted entry options (0.359 / 0.364 CMP) and the card still showed the position open when he said he was closing it, so the exit is his stated action rather than a closed-card fill. The 0.4-0.44 exit zone and the stop-to-entry instruction are follower guidance; no stop level was given, so stop_moves is empty.","#699, #700, #770",https://discord.com/channels/1042855255089623100/1501271173588193290/1525202663044808884
