position_id,symbol,base,quote,asset_class,side,side_sign,signal_time_utc,signal_ms,entry_time_utc,entry_ms,exit_time_utc,exit_ms,duration_hours,planned_entry,avg_entry,entry_ref,entry_style,planned_stop,planned_tp1,planned_tps,n_planned_tps,planned_dca,risk_dist_abs,risk_dist_pct,tp1_dist_pct,planned_rr,leverage,risk_note,exit_price,exit_type,outcome,r_stated,r_from_prices,roi_card_pct,n_dca_fills,n_stop_moves,n_tp_changes,n_partials,still_open_at_end,confidence,confidence_rank,is_backtestable,data_quality_flags,signal_hour_utc,signal_dow,signal_date_utc,thesis,indicators,market_context,management_story,notes,first_msg,msgs,first_msg_url
BTCUSDT-2026-06-17-long-2,BTCUSDT,BTC,USDT,crypto,long,1.0,2026-06-17T20:00:41Z,1781726441101,2026-06-17T20:00:41Z,1781726441101.0,2026-06-20T15:38:04Z,1781969884590.0,67.6,64300.0,63667.3,63667.3,market,62800.0,65000.0,65000|67000|68000,3,,867.3,1.3622,2.0932,1.537,150.0,the 64.2k swing add was flagged optional - 'Optional DCA if you don't want to go heavy avoid'; from msg 547 the invalidation became a 4h close under 62.7k or a hard stop at 62.2k,63923.2,manual_close,win,,0.295,60.28,3,1,0,0,False,medium,2,True,,20,Wed,2026-06-17,"Rebuilt the 67-68k swing long immediately after the FOMC breakeven stop, convinced the flush was only volatility wicks, and ran a second smaller 'scalp' tranche from 64,260 for a 0.5R pop to 65k.",4h close|news,"post-FOMC volatility wicks; he was gambling on a 'deal' the next day giving a wick up, then on a weekend scam pump","Less than two hours after the FOMC breakeven stop he was back in the swing at a 64,600 average, added again at 64.2k to make it 64.5k, and opened a separate 'scalp' leg at 64.3k CMP (filled 64,260) sharing the same 62.8k stop - swing targeting 67-68k, scalp 65k for 0.5R. The next evening he added a 30% DCA at 63.3k for a 63.9k average and widened the invalidation to a 4h close under 62.7k or a hard 62.2k; forty minutes later he told the channel 'You can close BTC' and counted it publicly as his first BTC stop-loss of the month after 14 wins, while saying he would personally hold, gambling on the next day's deal giving a wick up - 'a gamble if someone wanna take'. He kept referring to it as 'my old position with 63.7k entry' through 06-19 and 06-20 as it came back into profit, and closed it fully on 06-20 at 63,923.2 for +60.28% on the 150x card. From the 63.3k DCA onward he quotes a single BTC average and never separates the swing from the scalp again, so both legs are recorded here as one position.","He published these as two trades four minutes apart - a swing (avg 64.5k, TP 67-68k) and a scalp (64,260, TP 65k = 0.5R) - but shared one stop across both, quoted a single average from msg 545 onward, announced exactly one stop-out and thereafter referred to a single 'old position', so they are merged here rather than invented separate endings. planned_take_profits combines both legs (65k = scalp, 67-68k = swing). Outcome is recorded as his own action - he held through the publicly-counted 62.2k stop and closed green - but for the public record this trade was booked as the month's first BTC SL (msgs 548, 550). The averages do not reconcile exactly: 64.5k swing + 64,260 scalp plus a 30% add at 63.3k should blend nearer 64.1k than the 63.9k he quotes, and he later quotes 63.7k against a 63,667.3 card, so there were probably adds he did not post. msgs 527 and 537 are the plans that preceded the scalp leg; msgs 552, 555 and 558 are shared with the 62.8k long.",527,527|537|538|539|540|545|547|548|549|550|552|555|558|560|562,https://discord.com/channels/1042855255089623100/1501271173588193290/1516779606441590874
ETHUSDT-2026-06-18-long,ETHUSDT,ETH,USDT,crypto,long,1.0,2026-06-18T08:40:04Z,1781772004013,2026-06-18T08:40:04Z,1781772004013.0,2026-06-18T15:58:18Z,1781798298732.0,7.3,1750.0,,1750.0,market,1705.0,1800.0,1800|1820,2,,45.0,2.5714,2.8571,1.111,,,1705.0,stop_loss,loss,,-1.0,,0,0,0,0,False,high,3,True,,8,Thu,2026-06-18,"Trying a long on a coin he says he hates, from 1750 CMP with 1800-1820 pencilled in and a 1705 stop.",,market dumped the same session,"He opened with 'I absolutely hate this coin but trying a long' at 1750 CMP, stop 1705, targets 1800-1820 to be taken manually. Seven hours later the market dumped and the stop was hit. He posted it alongside a BTC stop-out - 'that's why I hate ETH, whenever I long it market dumps' - apologised for a rough day and said he would recover.",exit_price is the 1705 stop restated in his own stop-out message; no separate fill price was posted.,541,541|548,https://discord.com/channels/1042855255089623100/1501271173588193290/1517086484518404197
XAU-2026-06-18-short,XAU,XAU,USD,metal,short,-1.0,2026-06-18T08:41:15Z,1781772075844,,,,,,4299.0,,4299.0,,,,,0,,,,,,,,,not_taken,not_taken,,,,0,0,0,0,False,low,1,False,low_confidence_reconstruction,8,Thu,2026-06-18,A conditional gold short: he would try it only if 4299-4300 traded before 4270.,,,"The only mention of gold in the log: on 18 June he said he would try a short on XAU if he got 4299-4300 before 4270. No stop, no target, no size, and no follow-up of any kind - nothing ever says whether the condition was met or whether he took it.","Recorded as a position only because it is a published intent with a level. It never became a call with a stop or target and is never mentioned again, so 'not taken' is read from the silence rather than stated by him - it could equally be a setup whose trigger never came.",542,542,https://discord.com/channels/1042855255089623100/1501271173588193290/1517086785799323692
LABUSDT-2026-06-18-long,LABUSDT,LAB,USDT,crypto,long,1.0,2026-06-18T09:12:48Z,1781773968464,,,2026-06-18T18:36:31Z,1781807791958.0,,,15.679,15.679,,12.8,,,0,,2.879,18.3621,,,,Stop given as a 12.8-13 zone; 12.8 recorded.,18.008,manual_close,win,,0.809,,0,0,0,0,False,medium,2,True,,9,Thu,2026-06-18,"With much of the channel trying to short LAB, he argued it was bullish for now and told them to long it instead - and was long himself from 15.679.",,"A lot of members were positioned short, and a separate LAB setup from 'Dimitry' was circulating.","He told the members who were shorting LAB to try longing it instead for now, with a 12.8-13 stop, saying it looked bullish. Six minutes later he added that anyone in Dimitry's setup should respect it and play it full, and that he was not calling a long himself - only that 18 felt realistic to him. That evening he pointed out he had begun calling the LAB long in chat around 14.8, with his own position entered at 15.679 and price at 17.015. Twelve minutes later he was out: 'LAB I fully exit @ 18, won't be surprised if it goes 22-ATH', and the confirming card at 03:14 the next morning shows entry 15.679 and exit 18.008 - roughly +14.9% unleveraged.","The long was seeded in chat rather than called in the channel, so no entry price or time was ever published - entry_time and duration are null and avg_entry comes from his card. He announced the exit at 18; the card shows 18.008, used as the exit price. No leverage or ROI shown on the card, so roi_pct is null.",543,543|544|551|553|554,https://discord.com/channels/1042855255089623100/1501271173588193290/1517094724022964314
LABUSDT-2026-06-18-short,LABUSDT,LAB,USDT,crypto,short,-1.0,2026-06-18T09:12:48Z,1781773968464,,,,,,20.0,,20.0,,,,,0,,,,,,,In chat he had described splitting it - maybe half now and half at 22.,,not_taken,not_taken,,,,0,0,0,0,False,medium,2,False,,9,Thu,2026-06-18,"He expected LAB to trade 20-22 again and saw that zone, not current price, as the place to short it into an eventual collapse.",,Many members were already trying to short LAB too early.,"In the same message that told members to stop shorting LAB and long it instead, he laid out where the short did belong: 'it'll probably go 20-22$ again try to short from there if you want', echoing a chat plan to short around 22, perhaps half there and half higher, expecting an eventual collapse. He exited his own long at 18 later that day and never posted a LAB short - the 20-22 zone is never revisited in the log.","An idea floated for the 20-22 zone with no stop, no target and no entry ever taken; recorded as not_taken. It shares its message with the LAB long, which is the position he actually held.",543,543,https://discord.com/channels/1042855255089623100/1501271173588193290/1517094724022964314
BTCUSDT-2026-06-18-long,BTCUSDT,BTC,USDT,crypto,long,1.0,2026-06-18T18:26:47Z,1781807207454,2026-06-19T01:06:43Z,1781831203940.0,2026-06-22T12:57:09Z,1782133029545.0,83.8,62800.0,63044.0,63044.0,market,60500.0,64000.0,64000,1,,2544.0,4.0353,1.5164,0.376,150.0,posted as an optional idea - 'SL @ 60.5k if anyone wants to try',64987.9,take_profit,win,,0.764,462.5,1,1,3,1,False,high,3,True,,18,Thu,2026-06-18,"After a rough stop-out day he still thought a long opportunity was developing at 62.8k and that BTC could reach at least 64k, with a weekend scam pump possibly giving 65-67k.",,the evening of his first BTC stop of the month; he expected a weekend scam pump into 65-67k,"With BTC at 62.8k on the evening of his stop-out he posted a CMP long with a 60.5k stop 'if anyone wants to try', expecting at least 64k, then confirmed the next morning that he had taken it himself at 62.8k. He told members they could reduce to 50% in profit and re-add at 61.5k to improve their R but said plainly 'I'm holding'. On 06-20 he told members they could move their stop to entry - he did not, leaving his at 60.5k - banked 50% at 64,150, added 25% back at 63.8k for a 63k average, and twice flagged a further 25% add at 61.5k that never filled. The 65k target was missed by $200 on 06-22 before filling later that day at 64,987.9 for +462.5% on the 150x card; he closed fully, offered 66-67k runners to anyone still in, and drew the lesson that 'you don't add margin to a green trade unless you're confident'.","Leverage differs across cards for the same trade - 200x on 06-20 (msgs 561, 563), 150x at the exit (msgs 566, 567) - so this ran on at least two accounts; the 150x numbers are used because the closing card is 150x. The trim-to-50%-and-re-add-at-61.5k in msg 557 was follower guidance he explicitly did not follow. The 25% add at 61.5k (msgs 564, 565) was announced twice and never filled. Entry time is taken from msg 555 because msg 552 says he was done for the day; the call itself was 06-18 21:26.",552,552|555|557|558|561|563|564|565|566|567|568|569,https://discord.com/channels/1042855255089623100/1501271173588193290/1517234138451542057
REUSDT-2026-06-19-long,REUSDT,RE,USDT,crypto,long,1.0,2026-06-19T19:55:23Z,1781898923433,2026-06-19T19:55:23Z,1781898923433.0,,,,,0.75,0.75,,,1.0,1,1,,,,33.3333,,,GAMBLE TRADE - don't go in too heavy,,unknown,win,,,43.0,0,0,0,1,True,medium,2,False,,19,Fri,2026-06-19,"An explicit gamble: a spot bag of RE bought with no stop, targeting $1 and above, with a warning to nobody to size it heavily.",,,"He bought RE in spot on the evening of 19 June, labelling it a gamble trade targeting $1+ and telling members not to go in heavy. No entry price was posted at the time. The next afternoon he took 50% off after a 43% move from what he then revealed was a 0.75 average, saying the remaining half comes off at a 2x or better. That remaining half is never mentioned again - no exit, no price, no result.","His wording - 'nearly a 50% move down, exactly a 43% move' - is confused; the context (booking profit from a 0.75 average) means the move was up. No entry or exit price is ever posted, only the 0.75 average and the 43%. The remaining half is unresolved when RE drops out of the log.",556,556|559,https://discord.com/channels/1042855255089623100/1501271173588193290/1517618823149125672
BTCUSDT-2026-06-23-long,BTCUSDT,BTC,USDT,crypto,long,1.0,2026-06-22T22:30:10Z,1782167410633,2026-06-22T22:30:10Z,1782167410633.0,2026-06-24T15:56:06Z,1782316566334.0,41.4,63940.0,63300.0,63300.0,market,61000.0,,,0,61500,2300.0,3.6335,,,,deliberately wide stop - 'Yes SL a bit wide but I'm playing safe',,stop_loss,loss,-1.25,,,1,1,0,0,False,high,3,True,,22,Mon,2026-06-22,"He had been waiting for a dip into 63.9-64.2k and took 70% there at 63,940, playing safe with a wide 61k stop and 30% reserved for 61.5-62k, expecting a squeeze before BTC could break 60k.",4h close,he expected a squeeze before 60k broke and called the bottom in on 06-24; instead the 4h closed under and price dumped hard,"He had been waiting for a dip into 63.9-64.2k and suspected he was being front run, then took 70% of size at 63,940 CMP with 30% held back for 61.5-62k and a deliberately wide 61k stop 'because I'm playing safe'. He green-lit an add at 62.7k market price the next afternoon and confirmed on 06-24 that it had taken his average to 63.3k, that price had touched his entry that day and then dumped hard. He said the stop only counted on a 4h close, which is why he did not take it when price traded through 61k, and at 17:35 he called the bottom in for the day; for members already stopped he suggested re-longing with a 59-60k stop. Just over an hour later the 4h was closing under, he admitted 'Was wrong about the bottom' and took the loss at -1.25R with an apology.","No exit price was ever posted, so exit_price is null; -1.25R is his own stated figure and is worse than a clean stop at the published 61k because he held through it waiting for a 4h close. msgs 570 and 571 are the plans that preceded the call (he thought he was being front run at 63.6k).",570,570|571|572|573|574|577|578|579|580,https://discord.com/channels/1042855255089623100/1501271173588193290/1518652206641844423
SPCXUSDT-2026-06-24-short,SPCXUSDT,SPCX,USDT,crypto,short,-1.0,2026-06-24T13:42:34Z,1782308554200,,,,,,155.0,,155.0,,,135.0,135|140,2,,,,12.9032,,,,,not_taken,not_taken,,,,0,0,0,0,False,medium,2,False,,13,Wed,2026-06-24,"SPCX looked like an easy short down to 135-140, but only from 155 - he would not chase it lower.",,,"He flagged SPCX as an easy short to 135-140 but made it conditional: he would only take it if he got 155 before price dropped into the 140s, and promised to post the entry whenever he took it. He never did. The next time SPCX appears, in August, he is long it off a call he had made on X.","Conditional idea with a target but no stop; nothing indicates the 155 trigger came or that he entered, so it is recorded as not_taken.",575,575,https://discord.com/channels/1042855255089623100/1501271173588193290/1519336939113808096
JUPUSDT-2026-06-24-long,JUPUSDT,JUP,USDT,crypto,long,1.0,2026-06-24T14:16:09Z,1782310569841,2026-06-24T14:16:09Z,1782310569841.0,2026-06-24T17:52:04Z,1782323524387.0,3.6,0.214,,0.214,market,0.1969,0.24,0.24,1,,0.0171,7.9907,12.1495,1.52,,,,stop_loss,loss,,,,0,0,0,0,False,high,3,True,,14,Wed,2026-06-24,"Relative strength play - JUP was holding well against the dump, so he expected a breakout if BTC reversed.",breakout,BTC dumping and dragging alts down; he calls it a rough month,"He longed JUP at 0.214 CMP for 0.24 with a 0.1969 stop, on the logic that it was holding up against the dump and would break out once BTC reversed. BTC never reversed. Under four hours later the stop was hit: 'JUP stopped out, started great but BTC ruining it. Sorry guys, rough month.' He did not restate the fill.","No exit price posted, so exit_price is null; the stated stop was 0.1969. [AUDIT] Audit: management_story says ""BTC never reversed"" — BTC did reverse ~2h later (MSG 582-589).",576,576|586,https://discord.com/channels/1042855255089623100/1501271173588193290/1519345393325048010
BTCUSDT-2026-06-24-long,BTCUSDT,BTC,USDT,crypto,long,1.0,2026-06-24T17:34:12Z,1782322452799,2026-06-24T17:34:12Z,1782322452799.0,2026-06-24T23:59:21Z,1782345561166.0,6.4,59400.0,59214.3,59214.3,market,57500.0,61000.0,61000|63000,2,,1714.3,2.8951,3.0157,1.042,150.0,save 30-40% for a DCA; a minute after entering he said 'ngl not sure about SL but I have 56-57k in my mind' before fixing it at 57.5k in the call,61117.2,take_profit,win,1.1,1.11,383.11,0,0,1,0,False,high,3,True,,17,Wed,2026-06-24,"He read the dump as a stop-run to a new daily low and bought the dead cat bounce on the lower timeframes at 59.5k, targeting 61-63k.",daily low|lower timeframe,capitulation into a new daily low roughly 90 minutes after his 63.3k long was stopped for -1.25R,"Ninety minutes after taking the -1.25R stop he longed BTC at 59.5k, arguing they had hit a new daily low and a dead cat bounce was coming on the lower timeframes; a minute later he floated a 56-57k stop, then posted the formal call at 59.4k CMP with a 57.5k stop, 61-63k targets and 30-40% saved for a DCA. By late evening the trade was well in profit on two accounts - 59,214.3 and 59,595.1 - and he banked the thesis publicly: '1.1R from 59.2, 1R from 59.5 done boys, as I said they'll make a new daily low then bounce it'. He told members they could take 25-30% off there and said he would close the rest around 62k or on a rejection, then posted proof that the entry he had published was the one he was actually in. At 02:59 on 06-25 he closed the whole position at 61,117.2 for +383.11% because 'our Target 1 is achieved', telling members they could take 50% there and the rest at 61.8-62k.","Two accounts with different fills - 59,214.3 (the one he says most members should have) and 59,595.1 (Blofin) - and he quotes 1.1R from the first, 1R from the second; avg_entry uses the first, exit_price and roi_pct come from the closing card, which is the 59,595.1 account. The 25-30% partial in msg 589 was follower guidance, not his own fill - he closed 100% at msg 591. The 56-57k stop floated in msg 584 was superseded six minutes later by the 57.5k in the formal call.",582,582|584|585|587|588|589|590|591|592,https://discord.com/channels/1042855255089623100/1501271173588193290/1519395234063192325
TOSHIUSDT-2026-06-25-long,TOSHIUSDT,TOSHI,USDT,crypto,long,1.0,2026-06-25T12:12:55Z,1782389575493,2026-06-25T12:12:55Z,1782389575493.0,,,,0.00011,0.0001101,0.0001101,,9e-05,0.000126,0.000126|0.000142,2,,2.01e-05,18.2561,14.4414,0.791,50.0,"Shitcoin, total gambling - don't risk more than 2%",,unknown,win,,,,0,1,0,1,False,medium,2,True,,12,Thu,2026-06-25,"An openly-labelled gamble on a shitcoin, sized so nobody risked more than 2%.",funding,heavily negative funding (-1.1492%) as it pumped,"He called the TOSHI long at 0.00011 with targets at 0.000126-0.000142 and a 0.00009 stop, labelling it a shitcoin and total gambling with a 2% risk cap. The next day it was 'running'. By 28 June it had pumped 25% in spot terms - a 1.5R move - and his 50x card showed +965.92% from an entry of 0.0001101 with funding deeply negative. That evening he moved the stop above entry to 0.0001126 to lock in profit and took only 20% off at around 1R, leaving the bulk to run. Nothing further about TOSHI is ever posted.","The final exit is never reported - the file goes quiet on TOSHI after 28 June. It is recorded as a win because he banked a 20% partial in profit and had his stop locked above entry, so the remainder could not have closed at a loss, but the size of the result is unknown.",593,593|613|617|618|619,https://discord.com/channels/1042855255089623100/1501271173588193290/1519676767046996118
BTCUSDT-2026-06-25-long,BTCUSDT,BTC,USDT,crypto,long,1.0,2026-06-25T12:35:07Z,1782390907989,2026-06-25T12:35:07Z,1782390907989.0,2026-06-25T13:02:26Z,1782392546368.0,0.5,61300.0,61253.1,61253.1,market,58600.0,,,0,,2653.1,4.3314,,,150.0,"small size, and he flagged it 'RISKY TRADE' three minutes after posting",61270.6,breakeven,breakeven,,0.007,4.28,0,0,0,0,False,high,3,True,,12,Thu,2026-06-25,"A small, self-flagged risky long at 61.2-61.3k taken straight after banking the bounce trade, half size with half saved for a DCA.",,chop just above his 61.1k exit; he decided there was no edge at that price,"Half an hour after banking the bounce trade he said he was personally long again from 61.2k in small size, then published the setup at 61.3k CMP for 50% of size with 50% saved for a DCA and a 58.6k stop, telling cautious members to wait and enter when he DCAed. Three minutes later he flagged the whole thing 'RISKY TRADE'. Twenty-three minutes after that he closed it flat - in at 61,253.1, out at 61,270.6, +4.28% on the 150x card - saying 'Closed at BE for now'. He immediately said the setup itself was fine but would take too long to play out from 61.3k, so he would look to long from around 60k or short from 62k+ instead.","The personal 61.2k entry (msg 594) and the published 61.3k call (msg 595) are treated as one position - the card average 61,253.1 sits between them. The short-from-62k plan in msg 597 was never taken. [AUDIT] Audit: management_story says ""half an hour after"" the previous trade; the real gap is 12.6 hours (MSG 591 02:59 -> MSG 594 15:35). MSG 598 is cited in the story but missing from msgs.",594,594|595|596|597,https://discord.com/channels/1042855255089623100/1501271173588193290/1519682355940294666
BTCUSDT-2026-06-25-long-2,BTCUSDT,BTC,USDT,crypto,long,1.0,2026-06-25T13:58:03Z,1782395883536,2026-06-25T13:58:03Z,1782395883536.0,2026-06-25T14:18:22Z,1782397102409.0,0.3,58200.0,58616.4,58616.4,market,56000.0,,,0,,2616.4,4.4636,,,150.0,"half size in, 50% reserved for a DCA",59100.0,manual_close,win,,0.185,226.87,0,0,1,1,False,medium,2,True,,13,Thu,2026-06-25,Re-long the second bottom bounce of the day much lower than he had planned - half size at 58.2k CMP with 50% kept back for a DCA and a 56k stop.,,second capitulation low of the week; he had said he would re-long around 60k and ended up taking it at 58.2k,"Fifty-five minutes after the breakeven exit he re-longed far lower than he had planned, calling 58.2k CMP for half the size with 50% reserved for a DCA and a 56k stop, then clarifying that 58.2k was CMP while his own fill was 58.5k. Twelve minutes later he banked 70% at about 59,502.9 (+226.87% on the 150x card) and left the last 30% for 60k. Eight minutes after that he closed everything at 59.1k because his own average entry was 'bad', telling anyone filled at 58.4k or lower to keep it running. At 17:37 he posted a card showing the 60k target filled at 60,008.6 - from an entry of 58,305.1, which does not match the 58,616.4 shown 27 minutes earlier - and claimed he had caught both yesterday's and today's bottom bounce.","His own stated action is the full close at 59.1k (msg 603), so that is exit_price. The msg 605 card showing the 60k target filling at 60,008.6 carries an entry of 58,305.1 that matches neither the 58,616.4 card nor his stated 58.5k fill - either a second account or a members-facing card - so the trade is not recorded as ending at 60k. msg 598 is the plan that led to this re-entry; msg 607 is his post-trade comment that he would replay the same setup if BTC returned to 58k, which it did not that day.",598,598|600|601|602|603|605|607,https://discord.com/channels/1042855255089623100/1501271173588193290/1519690053415338144
BTCUSDT-2026-06-26-long,BTCUSDT,BTC,USDT,crypto,long,1.0,2026-06-26T05:28:49Z,1782451729375,2026-06-26T05:28:49Z,1782451729375.0,2026-06-26T13:53:58Z,1782482038701.0,8.4,59800.0,59800.0,59800.0,market,58200.0,61000.0,61000,1,,1600.0,2.6756,2.0067,0.75,,half risk trade,59800.0,breakeven,breakeven,,0.0,,0,0,0,0,False,high,3,True,,5,Fri,2026-06-26,"A half-risk long in a tight range at 59.8k for a single 61k target, invalidated below 58.2k.",,range-bound weekend chop; later that evening he decided the dump was over and BTC was heading to at least 62k,"On the morning of 06-26 he called a half-risk long at 59.8k CMP with a single 61k target and a 58.2k invalidation. It ran most of the way there but stalled - eight and a half hours later he said BTC had 'missed target by 200$' and would close it on breakeven for now rather than risk the reversal. No exit price and no card were ever posted, so the flat exit is known only from his own words measured against the 59.8k call entry. That evening he said the weekend dump felt over and BTC should head to at least 62k, and that he would look for another BTC long.","avg_entry and exit_price are both the 59.8k call entry - he never posted a fill, an exit price or a card for this trade, and 'will close this on BE' is the only evidence of how it ended.",608,608|609,https://discord.com/channels/1042855255089623100/1501271173588193290/1519937459322884237
SOLUSDT-2026-06-26-long,SOLUSDT,SOL,USDT,crypto,long,1.0,2026-06-26T13:56:12Z,1782482172741,,,2026-07-02T11:13:48Z,1782990828796.0,,,68.53,68.53,,,,,0,,,,,,10.0,Set-and-forget swing running with about 10% margin on a side app - he had forgotten about it.,82.0,manual_close,win,,,196.41,1,0,0,0,False,medium,2,False,,13,Fri,2026-06-26,"He held SOL as the strongest mainstream alt and ran a low-leverage swing long from the June bottom, expecting 75-85 in July.",,Post-bottom alt recovery; he repeatedly framed SOL and HYPE as the leaders.,"He disclosed a 10x SOL swing he had mentioned in chat days earlier and then forgotten - 'SOL is the strongest don't miss out, you'll see it 75-85 easily in July' - and posted the Blofin card two seconds later (entry 67.55, mark 70.30, +40.71%, open). Twenty minutes on he showed a screenshot proving he had bought the previous day's bottom at 66, regretting not publishing a long there, and that evening called 75-78 by the weekend, noting it felt bad being long alone from the bottom. On 29 June the position was +110.42% (card entry 68.46, mark 76.02) and he expected 80+ by the weekend; on 1 July, 'Well 75 was done at weekend, 78 now, 80-82 by this weekend' with the card at +130.23%. He closed the next afternoon at 82 - the top of his own 80-82 zone - for +196.41%, reminding everyone he had been telling them to buy SOL at 66-67 right before the pump.","Entry predates the log and was never timestamped - he bought around the 66 bottom on ~25 June and only disclosed the position on 26 June - so entry_time and duration are null. The card entry drifts across posts (67.55 on 26 Jun, 68.46 on 29 Jun, 68.53 on 1-2 Jul), which does not square neatly with a 66 buy; avg_entry uses the final card. The 75-85, 80 and 80-82 levels are forecasts he voiced, not resting orders, so planned_take_profits is empty.",610,610|611|612|614|624|648|651,https://discord.com/channels/1042855255089623100/1501271173588193290/1520065148054671480
BEATUSDT-2026-06-27-long,BEATUSDT,BEAT,USDT,crypto,long,1.0,2026-06-27T03:16:37Z,1782530197592,2026-06-27T03:16:37Z,1782530197592.0,2026-07-01T14:24:05Z,1782915845802.0,107.1,2.6,2.6,2.6,,2.0,,,0,,0.6,23.0769,,,,"Risky trade, invest max 5% of your spot; the 2 stop applies only to the optional leveraged version",,manual_close,win,,,40.0,0,0,0,0,False,high,3,True,,3,Sat,2026-06-27,"A spot punt on BEAT around 2.6 expecting a 40-100% 'scam pump', capped at 5% of anyone's spot.",,,"On 27 June he said he had bought BEAT in spot around 2.6 - a risky trade worth at most 5% of anyone's spot - and that while it could also be traded long with 2 as the stop, officially it was a spot call. He was expecting a 40-100% scam pump. It delivered the low end: on 1 July he reported BEAT had given exactly a 40% pump from their entry and that he had taken profit, though he never posted the exit price. He added that he still expected a further scam pump up to $4 even though he was out.","Entry is 'around 2.6' and no exit price is ever given - the 40% is his own description of the move, so exit_price is null. No published target existed, so the exit is a discretionary profit-take rather than a TP fill.",615,615|642,https://discord.com/channels/1042855255089623100/1501271173588193290/1520266578879316088
BTCUSDT-2026-06-27-long,BTCUSDT,BTC,USDT,crypto,long,1.0,2026-06-27T03:20:08Z,1782530408214,,,,,,60000.0,,60000.0,market,56800.0,65000.0,65000,1,,3200.0,5.3333,8.3333,1.562,,"an idea handed to members, not a trade he was taking himself",,not_taken,not_taken,,,,0,0,0,0,False,high,3,True,,3,Sat,2026-06-27,"A 60k-to-65k swing idea offered to members after he decided the weekend dump was over, while he intended to scalp instead.",,he thought the weekend dump was finished and BTC was heading to at least 62k,"He posted this purely as an idea for members - 60k CMP, 65k target, 56,800 stop - and said in the same message that he was not taking it himself: 'Just an idea if anyone wants to swing, I'll take a scalp later on'. Nothing in the log shows him entering it and the setup is never mentioned again. His next actual BTC trades were the 06-29 swing short from 60k and the long he scrambled into at 59,200 the same morning. Recorded as not taken.",msg 613 is the plan the evening before ('will look for a BTC long again') that leads into this idea. Side is inferred from the structure of the call - TP above and SL below entry - as the event itself is not labelled long or short.,613,613|616,https://discord.com/channels/1042855255089623100/1501271173588193290/1520091131084275922
BTCUSDT-2026-06-29-short,BTCUSDT,BTC,USDT,crypto,short,-1.0,2026-06-28T23:53:53Z,1782690833472,2026-06-28T23:53:53Z,1782690833472.0,2026-07-01T01:56:25Z,1782870985048.0,50.0,59700.0,59972.9,59972.9,market,64000.0,56000.0,56000|57000,2,62000,4027.1,6.7149,6.6245,0.987,150.0,swing with a wide 64k stop; members told they could enter around the DCA for a better R,59318.1,manual_close,win,,0.163,163.77,0,0,2,0,False,medium,2,True,,23,Sun,2026-06-28,"He wanted to buy the 57k region anyway, so he shorted into it from 59.7-60k with a wide 64k stop and half the size reserved for a 62k DCA.",,run deliberately alongside his fresh BTC longs; he was shorting into a level he intended to buy,"He opened the swing short at 59,700 CMP (or 60k) on 06-29 with the reasoning 'I want to long from 57k region so why not try a short', holding 50% back for a DCA at 62k, planning to take profit manually around 56-57k, and using a wide 64k stop. His fill is quoted as 60k, with the closing card showing 59,972.9, and the 62k DCA never filled. On 06-30 he replaced the loose 56-57k plan with a hard 57,550 target and re-posted it under the original call so members could see it against the setup, running the short alongside a fresh 58.3k scalp long. The target was never reached: on 07-01 he said the short was in profit and had 'almost touched our TP', then closed it at 59,318.1 for +163.77% on the 150x card.","No separate fill message was posted, so entry_time is the call time; his stated fill (60k, card 59,972.9) is above the 59,700 CMP in the call, so the actual entry may have been slightly later. The exit comes from the later context (msg 637). Two later messages muddy it: at 17:17 on 07-01 he still says the short's 'TP missed by 200$' and 'a DCA full will be nice', and at 18:09 he says the swing short is running alongside a new scalp short - so he may have re-established the position after this close.",620,620|627|628|636|637,https://discord.com/channels/1042855255089623100/1501271173588193290/1520940334593609748
BTCUSDT-2026-06-29-long,BTCUSDT,BTC,USDT,crypto,long,1.0,2026-06-29T02:42:18Z,1782700938893,2026-06-29T03:12:13Z,1782702733177.0,,,,59000.0,59200.0,59200.0,,,,,0,,,,,,150.0,,,unknown,unknown,,,,0,0,0,0,True,low,1,False,low_confidence_reconstruction,2,Mon,2026-06-29,"He wanted to be long as well as short and was waiting for a new daily low to trigger it; when the 59k scalp ran away from him he took 59,200 anyway with a DCA resting below, expecting a good pump.",daily low,crazy wicks up and down; price ran $500 while he was writing the post,"At 02:54 on 06-29, minutes after posting the swing short, he said he would long too and was waiting for a new daily low. At 05:42 he admitted he had wanted to scalp long at 59k but price 'went up so fast couldn't update', so the setup was never published. Half an hour later he showed himself in anyway at 59,200 with a DCA resting below, saying this would 'pump good' and he just hoped the DCA filled. That card is an open-position mark at 60,063.9 and no exit is ever recorded - when he called a fresh long at 58.3k the next day he described it as one heavy entry with no DCA, and the two longs closed on 07-01 carry entries of 58,486.2 and 58,372.7, so neither of them is this one.","This position simply disappears from the log - no close, no stop, no target was ever posted for it, and no later card matches the 59,200 entry, so outcome is unknown and it is flagged as still open. It may have been closed unannounced or folded into the 06-30 long. first_seen is the missed 59k attempt (msg 622); msg 621, where he first said he would long as well, is included in msgs. No stop was ever given.",621,621|622|623,https://discord.com/channels/1042855255089623100/1501271173588193290/1520940547701997568
