msg,time_utc,time_ms,event_type,symbol,side,entry_price,dca_price,take_profits,stop_loss,portion_pct,leverage,r_stated,roi_pct,price_ref,risk_note,rationale,indicators,market_context,quote,confidence,confidence_rank,msg_url
516,2026-06-16T15:10:38Z,1781622638354,call,HYPEUSDT,long,60.0,,83|84|90|100,,,,,21.66,,,spot recommendation: he has held HYPE since 60 (+21.66%) and advises adding on every $10 drop; sees 83-84 short term and 90-100 very soon,,,"Apart from this one coin I recommend buying in spot is HYPE, I'm holding since 60, just add some on every 10$ drop

Really thinks this goes 90-100 very soon and next short term target would be 83-84",high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1516459999537139743
517,2026-06-16T15:37:22Z,1781624242192,plan,BTCUSDT,short,66700.0,,,,,,,,,,"will look for a short at 66.7k if BTC gets there before dropping below 65k, but he is placing no limit orders yet",,,"Not setting limit but 66.7k is where I'll look for short if we go there before dropping below 65k 

NO LIMITS yet!",high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1516466726521540781
518,2026-06-16T16:48:15Z,1781628495555,call,PORTALUSDT,short,0.01635,,0.0142,0.018,,,,,0.01635,small risky short,"already took a small, risky short on PORTAL at CMP 0.01635 targeting 0.0142",,,"Took a small risky short on PORTAL 

Entry: 0.01635 CMP 

TP: 0.0142

SL: 0.018",high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1516484566418718752
519,2026-06-16T19:54:59Z,1781639699585,partial_close,PORTALUSDT,short,0.01631,,,,50.0,10.0,0.8,71.28,0.01515,,"PORTAL short 0.8R in profit, take 50% off here",,,"0.8R up, 50% here, SL to BE",high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1516531559526568116
519,2026-06-16T19:54:59Z,1781639699585,sl_move,PORTALUSDT,short,0.01631,,,0.01635,,10.0,0.8,,0.01515,,"stop moved to breakeven after the 50% trim (published entry 0.01635, his card entry 0.01631)",,,"0.8R up, 50% here, SL to BE",medium,2,https://discord.com/channels/1042855255089623100/1501271173588193290/1516531559526568116
520,2026-06-16T19:57:22Z,1781639842251,dca,WLDUSDT,long,0.653,0.621,,,25.0,,,,,,"reworks the WLD ladder to 50% at 0.653, 25% at 0.621, 25% at 0.5846 so there is room to add lower if BTC dips; this event is the 0.621 tranche",,in case BTC decides to dip,"Also guys slight adjustment here

0.653 CMP (50%)
0.621 (25%)
0.5846 (25%)

SL: 0.563

WLD is very strong but in case BTC decides to dip better to add more on lower prices",high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1516532157911404668
520,2026-06-16T19:57:22Z,1781639842251,dca,WLDUSDT,long,0.653,0.5846,,,25.0,,,,,,new third tranche added to the WLD ladder at 0.5846 for 25% of size in case BTC dips,,in case BTC decides to dip,"Also guys slight adjustment here

0.653 CMP (50%)
0.621 (25%)
0.5846 (25%)

SL: 0.563

WLD is very strong but in case BTC decides to dip better to add more on lower prices",high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1516532157911404668
520,2026-06-16T19:57:22Z,1781639842251,sl_move,WLDUSDT,long,,,,0.563,,,,,,,stop widened slightly from 0.5646 to 0.563 to match the deeper DCA ladder,,,SL: 0.563,high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1516532157911404668
521,2026-06-16T19:57:45Z,1781639865597,update,WLDUSDT,long,,,,,50.0,,,,,,"position is green already, so followers can cut the first WLD tranche from 70% down to 50% of intended size to free room for the lower adds",,,It's green rn so you can reduce size from 70% to 50% rn,medium,2,https://discord.com/channels/1042855255089623100/1501271173588193290/1516532255831625748
522,2026-06-16T20:03:40Z,1781640220733,education,PORTALUSDT,short,,,,,50.0,,,,,,"confirms the PORTAL trim is 50% and teaches that he does not take partials himself, but anyone who does should take at least 50%",,,"Take 50, I don't take partials but I advise if you take partials at least do 50%",medium,2,https://discord.com/channels/1042855255089623100/1501271173588193290/1516533745379840031
523,2026-06-16T21:04:13Z,1781643853474,close,PORTALUSDT,short,,,,,100.0,,0.5,,,,"fully out of PORTAL at 0.5R on the remainder after having taken 50% off at 0.8R ('out at 0.5' read as 0.5R, not a price)",,,"Fully out from Portal rn out at 0.5, took 50% at 0.8R",high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1516548982199947394
524,2026-06-16T21:30:43Z,1781645443021,call,HBARUSDT,long,0.08123,,0.08346,0.0797,,,1.6,,0.08123,High risk high reward trade,"high risk / high reward HBAR long at CMP worth about 1.6R, could extend to 2R on a nice reaction",,,"Long HBAR

Entry: 0.08123 CMP

TP: 0.08346

SL: 0.0797

High risk high reward trade, around 1.6R might extend to 2 if we get a nice reaction",high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1516555649243418784
525,2026-06-17T01:40:49Z,1781660449596,update,WLDUSDT,long,0.6545,,,,,75.0,0.6,611.46,0.7079,,"WLD long up 0.6R (+611.46% on 75x), holding for more",,,"Up 0.6R, send it higher!",high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1516618591380836454
526,2026-06-17T12:18:38Z,1781698718234,call,BTCUSDT,long,64700.0,63400.0,67000|68000,62800.0,,,,,64700.0,"Not a 0.5R scalp but swing, use normal risk 2%",BTC swing long at CMP 64.7k targeting 67-68k; optional DCA at 63.4k or go fully in here,,,"Long BTC (swing)

Entry: 64.7k CMP 

TP: 67-68k

SL: 62.8k

Not a 0.5R scalp but swing, use normal risk 2%

You can DCA @ 63.4k if you want but that's optional can go fully here",high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1516779101682270263
527,2026-06-17T12:20:38Z,1781698838578,plan,BTCUSDT,long,63900.0,,,,,,,,,,will also open a separate BTC scalp long in the 63.9-64.5k zone; scalpers can wait for that instead of the swing,,,Also I'll open BTC scalp too around 63.9-64.5k if you like scalps you can wait,medium,2,https://discord.com/channels/1042855255089623100/1501271173588193290/1516779606441590874
528,2026-06-17T12:22:43Z,1781698963498,stopped_out,HBARUSDT,long,0.08123,,,0.0797,100.0,,,,,,HBAR stopped out as expected: it was a high risk trade with a very tight stop; he does not state the R loss,,,HBAR stopped as expected was a high risk. SL was pretty tight.,high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1516780130394046535
529,2026-06-17T13:15:46Z,1781702146648,call,LDOUSDT,long,0.288,,0.303,0.268,,,,,0.288,,long LDO at CMP 0.288 targeting 0.303,,,"Long LDO

Entry: 0.288 CMP 

TP: 0.303

SL: 0.268",high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1516793481492955347
530,2026-06-17T13:16:29Z,1781702189461,entry,TAOUSDT,long,249.66,,,,,100.0,,256.08,256.05,,entered a TAO long at 249.66 but the move was too fast to post the call; already +256.08% on 100x,,,"Wanted to post this but it went so fast couldn't, sniped it though.",high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1516793661063696404
531,2026-06-17T13:53:16Z,1781704396884,update,BTCUSDT,long,64736.5,,,,,150.0,,119.18,65257.6,,"thinks he sniped the BTC swing entry into the flush while everyone was dumping, though price may visit the 64s once more before going higher",,everyone was dumping it,"Might have sniped it for now, everyone was dumping it aye? 

Though there is a chance we visit, 64s once more before higher!",high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1516802919666815006
532,2026-06-17T16:28:07Z,1781713687267,update,BTCUSDT,long,,,,,,,,,66021.6,,"confirms the entry was sniped and price retested entry exactly once before rallying, as he predicted (chart shows the low at 64,525 and a run to 66,090)",,,"Sniped it, also it came back to entry exactly once as I said once back to entry than higher",high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1516841886357262448
533,2026-06-17T16:29:48Z,1781713788342,partial_close,BTCUSDT,long,64736.5,,,,20.0,150.0,1.0,367.41,66370.9,,"BTC long almost 1R up, so followers can take 20-25% off here",,,Up almost 1R you can take 20-25%,high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1516842310296404090
534,2026-06-17T16:31:19Z,1781713879952,tp_set,BTCUSDT,long,,,67000|68000,,20.0,,1.0,,,,"scale-out ladder for the BTC long: 20% here at 1R, 30% at 67k and the remaining 50% at 68k",,,"20% here (1R)
30% @ 67k
50% remaining at 68k",high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1516842694536724683
535,2026-06-17T16:56:33Z,1781715393528,sl_move,BTCUSDT,long,64700.0,,,64700.0,,,,,,,"stop moved to breakeven ahead of FOMC as a precaution, though he does not expect FOMC to cause a major dump (BE taken as the 64.7k call entry)",FOMC,FOMC event risk,"SL to BE due to FOMC, though I don't think FOMC gives us a major dump, probably should continue higher but better be safe.",medium,2,https://discord.com/channels/1042855255089623100/1501271173588193290/1516849042934730782
536,2026-06-17T18:10:27Z,1781719827142,breakeven,BTCUSDT,long,64700.0,,,64700.0,100.0,,,,,,"BTC long taken out at the breakeven stop; he still believes it was only volatility wicks and price goes up, so members may jump back in",,post-FOMC volatility wicks,"BTC stopped, I still beleive its just volatility wicks and we go up so if someone wants to jump back in!",high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1516867638859530321
537,2026-06-17T19:54:34Z,1781726074716,plan,BTCUSDT,long,63800.0,,,,,,,,,,expects a bounce around 63.8k and will look to open a scalp long there,,,"Think we bounce around, 63.8k, will look to open a scalp long",high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1516893843084152872
538,2026-06-17T20:00:41Z,1781726441101,dca,BTCUSDT,long,64600.0,,,,,,,,,Optional DCA if you don't want to go heavy avoid,"added a small amount to the BTC swing long, average now 64600; the add is optional for followers who don't want size",,,"Added some for my swing, just a bit 64600 avg

Optional DCA if you don't want to go heavy avoid",high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1516895379814223984
539,2026-06-17T20:04:20Z,1781726660926,dca,BTCUSDT,long,,64200.0,,62800.0,,,,,,,added again to the BTC swing long at 64.2k; stop 62.8k applies to both swing and scalp,,,Added in my swing @ 64.2k,high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1516896301827227768
539,2026-06-17T20:04:20Z,1781726660926,call,BTCUSDT,long,64300.0,,,62800.0,,,,,64300.0,,opens the separate BTC scalp long at CMP 64.3k with the same 62.8k stop as the swing,,,"Also long scalp

Entry: 64.3k CMP 

SL: 62.8k for both",high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1516896301827227768
540,2026-06-17T20:08:23Z,1781726903236,update,BTCUSDT,long,64500.0,,67000|68000,,,,,,,,restates the BTC swing after the adds: average entry 64.5k with the target still 67-68k,,,"Swing avg is 64.5k

TP for swing 67-68k",high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1516897318148898936
540,2026-06-17T20:08:23Z,1781726903236,tp_set,BTCUSDT,long,64260.0,,65000,,,,0.5,,,,"the BTC scalp filled at 64260 and gets its first target at 65k, worth 0.5R",,,"Scalp entry @ 64260 

TP for scalp 65k (0.5R)",high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1516897318148898936
541,2026-06-18T08:40:04Z,1781772004013,call,ETHUSDT,long,1750.0,,1800|1820,1705.0,,,,,1750.0,,hates trading ETH but is trying a long at CMP 1750; will take profit manually with 1800-1820 set for now,,,"I absolutely hate this coin buy trying a long

Long ETH

Entry: 1750 CMP 

TP: Will take manually but set 1800-1820 for now

SL: 1705",high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1517086484518404197
542,2026-06-18T08:41:15Z,1781772075844,plan,XAU,short,4299.0,,,,,,,,,,"will try a gold short in the 4299-4300 zone, but only if that level trades before 4270",,,Will try a short on XAU if I get 4299-4300 before 4270,high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1517086785799323692
543,2026-06-18T09:12:48Z,1781773968464,call,LABUSDT,long,,,,12.8,,,,,,,"tells members who are shorting LAB to long it instead for now because it looks bullish; stop 12.8-13, no entry price given",,,"For now try longing it instead of shorting, SL 12.8-13",medium,2,https://discord.com/channels/1042855255089623100/1501271173588193290/1517094724022964314
543,2026-06-18T09:12:48Z,1781773968464,plan,LABUSDT,short,20.0,,,,,,,,,,"LAB will probably trade 20-22 again and that is where to short it (his own chat plan was to short around 22, maybe half now and half at 22, expecting an eventual collapse)",,,"Since alot of you trying to short LAB, mentioned in chat that LAB seems bullish for now, it'll probably go 20-22$ again try to short from there if you want",medium,2,https://discord.com/channels/1042855255089623100/1501271173588193290/1517094724022964314
544,2026-06-18T09:18:30Z,1781774310129,view,LABUSDT,long,,,,,,,,,,,"tells anyone following Dimitry's LAB setup to respect it and play it full; he is not calling a long, only saying 18 seems realistic to him (ambiguous whether 18 is his preferred long level or his target)",,,"Guys if you're in Dimitry setup, respect his setup and play it full.

I'm not saying to long it, I'm saying I personally feel more comfortable longing 18$ seems realistic",medium,2,https://discord.com/channels/1042855255089623100/1501271173588193290/1517096157069967370
545,2026-06-18T15:18:26Z,1781795906623,dca,BTCUSDT,long,63900.0,63300.0,,,30.0,,,,,,small 30% DCA on the BTC long at 63.3k bringing the average to 63.9k,,,"Adding a small DCA to BTC here @ 63.3k, added like 30%, avg is 63.9k",high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1517186739331137546
547,2026-06-18T15:30:15Z,1781796615907,sl_move,BTCUSDT,long,,,,62200.0,,,,,,,holding BTC with the stop widened from 62.8k to a 4h close under 62.7k or a hard stop at 62.2k; will announce when he closes,4h close,,"I'll hold BTC, 4h under 62.7k or hard SL at 62.2k

I'll let you know whenever I close!",high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1517189714283597915
548,2026-06-18T15:58:18Z,1781798298732,stopped_out,BTCUSDT,long,,,,62200.0,100.0,,,,,,"counts BTC as stopped for the public record although he personally keeps holding, gambling that tomorrow's deal gives a wick up",news,gambling on the deal tomorrow,"You can close BTC, I personally will hold it because I'm gambling on the deal tomorrow might give us a wick up will count it as SL 

Sorry rough day, BTC+ETH stopped, will recover",high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1517196772563489072
548,2026-06-18T15:58:18Z,1781798298732,stopped_out,ETHUSDT,long,1750.0,,,1705.0,100.0,,,,,,ETH stopped out; complains the market dumps every time he longs ETH,,market dumped,"That's why I hate ETH whenever I long it market dumps 

Sorry rough day, BTC+ETH stopped, will recover",high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1517196772563489072
549,2026-06-18T16:02:11Z,1781798531193,update,BTCUSDT,long,,,,,,,,,,a gamble if someone wanna take,"personally holding the stopped BTC long until tomorrow's deal, framed explicitly as a gamble for anyone who follows",news,deal tomorrow,"Holding personally till tomorrow deal, a gamble if someone wanna take",high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1517197747575328889
550,2026-06-18T16:22:51Z,1781799771781,recap,BTCUSDT,,,,,,,,,,,don't want a trade running publicly without SL,first BTC stop-loss of the month after 14 wins; he still believes his entry gets hit but will not run a public trade without a stop,,,"BTW first SL of the month on BTC after 14 wins, still believe I'll get my entry but don't want a trade running publicly without SL.",high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1517202950978801764
551,2026-06-18T18:24:32Z,1781807072282,update,LABUSDT,long,15.679,,,,,,,,17.015,,points out he began calling a LAB long in chat around 14.8; his own position is entered at 15.679 with price now 17.015,,,Started mentioning a long LAB in chat when we were around 14.8,high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1517233571499343993
552,2026-06-18T18:26:47Z,1781807207454,call,BTCUSDT,long,62800.0,,64000,60500.0,,,,,62800.0,if anyone wants to try,"sees a long opportunity developing: CMP long at 62.8k with stop 60.5k, expecting at least 64k",,,"Guys I still think a long opportunity is developing here, still think we can go at least 64.

CMP long (62.8k)
SL @ 60.5k if anyone wants to try",high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1517234138451542057
552,2026-06-18T18:26:47Z,1781807207454,update,BTCUSDT,long,63700.0,,,,,,,,,,"still holding the older BTC long, now quoted at a 63.7k entry, and is done trading for the day",,,I'm still holding my old position with 63.7k entry plus I'm done for today will start tomorrow,high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1517234138451542057
553,2026-06-18T18:36:31Z,1781807791958,close,LABUSDT,long,,,,,100.0,,,,18.0,,fully exited LAB at 18 even though he would not be surprised to see 22 or a new ATH,,,"LAB I fully exit @ 18, won't be surprised if it goes 22-ATH",high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1517236590039269416
554,2026-06-19T00:14:39Z,1781828079610,close,LABUSDT,long,15.679,,,,100.0,,,,18.008,,confirms the LAB long is closed with the card showing entry 15.679 and exit 18.008 (about +14.9%),,,Out.,high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1517321682618945648
555,2026-06-19T01:06:43Z,1781831203940,update,BTCUSDT,long,63700.0,,,,,,,,,,reminds the channel he is still holding the old BTC long from 63.7k,,,Just a reminder guys that I'm holding my old BTC long from 63.7k,high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1517334787008761967
555,2026-06-19T01:06:43Z,1781831203940,entry,BTCUSDT,long,62800.0,,,60500.0,,,,,,,confirms he also took the new BTC long at 62.8k with stop 60.5k alongside the old position,,,New entry at 62.8k with SL 60.5k,high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1517334787008761967
556,2026-06-19T19:55:23Z,1781898923433,entry,REUSDT,long,,,1,,,,,,,Don't go in too heavy it's a gamble,bought RE in spot as an explicit gamble trade targeting 1 dollar and above; no entry price or stop given,,,"Bought some RE in spot, GAMBLE TRADE.

Targeting 1$+

Don't go in too heavy it's a gamble",high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1517618823149125672
557,2026-06-19T19:56:43Z,1781899003522,partial_close,BTCUSDT,long,62800.0,,,,50.0,,,,,,"those who entered at 62.8k can cut to 50% while in profit, to be re-added lower for a better average and improved R",,,"Also guys for those who entered at 62.8k

You can reduce size to 50% in profits and add 50% at 61.5k this will improve R and a good entry.",high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1517619159066742804
557,2026-06-19T19:56:43Z,1781899003522,dca,BTCUSDT,long,62800.0,61500.0,,,50.0,,,,,,"the half that was trimmed should be re-added at 61.5k, improving R and the entry",,,You can reduce size to 50% in profits and add 50% at 61.5k this will improve R and a good entry.,high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1517619159066742804
557,2026-06-19T19:56:43Z,1781899003522,update,BTCUSDT,long,,,,,,,,,,,he is not trimming himself; expects a weekend scam pump to give 65-67k,,weekend scam pump may give 65-67k,"I'm holding, weekend scam pump may give 65-67",high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1517619159066742804
558,2026-06-20T00:43:26Z,1781916206691,update,BTCUSDT,long,,,64000,,,,,,,,both the older BTC position and the newer 62.8k entry are in profit; he plans to trim some of both around 64k+,,,"Both are old position that some of us held + the newer entry 62.8k are in profits, let's see where it goes from here, will trim some around 64k+ for both,",high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1517691314387292240
559,2026-06-20T13:11:38Z,1781961098100,partial_close,REUSDT,long,0.75,,,,50.0,,,43.0,,,"took 50% off the RE spot gamble after a 43% move from his 0.75 average, keeping the other half for a 2x or better (his 'move down' wording is unclear)",,,"Nearly a 50% move down, exactly a 43% move (0.75 avg)

Out 50%, remaining 50% I exit at 2x+",medium,2,https://discord.com/channels/1042855255089623100/1501271173588193290/1517879602603884615
560,2026-06-20T14:53:47Z,1781967227292,update,BTCUSDT,long,63667.3,,,,,150.0,,60.28,63923.2,,"the older BTC long (entry 63,667.3, 150x) is back in profit at 63,923.2 for +60.28%",,,BTC older trade back in green,high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1517905310298275972
561,2026-06-20T14:54:21Z,1781967261915,sl_move,BTCUSDT,long,62800.0,,,62800.0,,200.0,,291.06,,,"the newer long from 62.8k is well in profit, so members can move stop to entry (62.8k) to make it risk-free",,,New running from 62.8k can do SL to entry,high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1517905455517794335
562,2026-06-20T15:38:04Z,1781969884590,close,BTCUSDT,long,63667.3,,,,100.0,150.0,,60.28,63923.2,,"closes the older 150x BTC long fully; card re-posted from the earlier 'BTC older trade back in green' message, so the 63,923.2 mark is the price he references at the exit",,,Closes fully,high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1517916455813779637
563,2026-06-20T15:38:55Z,1781969935790,partial_close,BTCUSDT,long,62800.0,,,,50.0,200.0,,335.51,,,banks half of the 62.8k long here,,,"50% from 62.8k position, 50% at 65-66k",high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1517916670562275388
563,2026-06-20T15:38:55Z,1781969935790,tp_set,BTCUSDT,long,62800.0,,65000|66000,,50.0,200.0,,,,,remaining 50% of the 62.8k long is left to run into the 65-66k zone,,,"50% from 62.8k position, 50% at 65-66k",high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1517916670562275388
564,2026-06-20T19:22:58Z,1781983378544,dca,BTCUSDT,long,63000.0,63800.0,,,25.0,,,,,,"added 25% at 63.8k, which takes the average entry to 63k",,,"Added 25% here at 63.8k, new avg is 63k",high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1517973053559275695
564,2026-06-20T19:22:58Z,1781983378544,dca,BTCUSDT,long,,61500.0,,,25.0,,,,,,planned (not yet placed) further 25% add at 61.5k,,,25% I will add at 61.5k,high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1517973053559275695
564,2026-06-20T19:22:58Z,1781983378544,update,BTCUSDT,long,,,64700|65000,60500.0,,,,,,,deliberately NOT moving SL to entry because he expects 64.7-65k over the weekend; stop stays where it was at 60.5k,,weekend,"Not moving SL to entry yet as I feel like we get 64.7-65k on weekend

SL remains the same 60.5k",high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1517973053559275695
564,2026-06-20T19:22:58Z,1781983378544,partial_close,BTCUSDT,long,62800.0,,,,50.0,,,,64150.0,,reports the fill of the 50% he flagged in MSG 563 - the half of the 62.8k position was actually taken off at 64150,,,(Already TPed 50% at 64150 from the 62.8k position),high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1517973053559275695
565,2026-06-20T19:59:31Z,1781985571331,dca,BTCUSDT,long,,61500.0,,,25.0,,,,,,"clarifies the 61.5k 25% add is still only planned, not filled; symbol inferred from the BTC thread",,,"25% I'll add at 61.5k, not added, will add.",medium,2,https://discord.com/channels/1042855255089623100/1501271173588193290/1517982250774298676
566,2026-06-22T02:30:05Z,1782095405239,update,BTCUSDT,long,63044.0,,65000,,,150.0,,368.83,64594.2,,the DCA is paying off - price came within $200 of the 65k TP without filling it; still holding for the target,,,"Glad we added at a good time, BTC doing good, 65k TP missed by 200$ but still hopeful we will get it!",high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1518442927573962883
567,2026-06-22T12:57:09Z,1782133029545,tp_hit,BTCUSDT,long,63044.0,,65000,,,150.0,,462.5,64987.9,,"65k target reached; he notes the sequence of taking TP, adding again, and getting a second TP out of the same move",,,"TP hit @ 65k guys, we took TP before then added again to get another TP",high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1518600735351242923
568,2026-06-22T12:58:35Z,1782133115011,close,BTCUSDT,long,,,66000|67000,,100.0,,,,,,"he is fully out; the 66-67k levels are runner targets he offers to members who want to stay in, not his own remaining orders",,,"Fully out, if anyone wants to keep runners till 66-67",high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1518601093821497425
569,2026-06-22T13:17:13Z,1782134233082,education,BTCUSDT,,,,,,,,,,,you don't add margin to a green trade unless you're confident,lesson drawn from the trade just closed: only add margin to a position already in profit when you have real conviction - he did because he expected 65-67k,,,"Told you I'm expecting 65-67k by this weekend/week, you don't add margin to a green trade unless you're confident!",high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1518605783351165130
570,2026-06-22T16:21:41Z,1782145301257,plan,BTCUSDT,long,63900.0,,,,,,,,64700.0,,BTC could bounce from 64.7k (CMP) but he expects a dip into 63.9-64.2k first and will long from that zone; waiting for now,,,"BTC can bounce from 64.7k (CMP) but I feel like we can get 63.9-64.2k, will long from there. Waiting.",high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1518652206641844423
571,2026-06-22T18:04:54Z,1782151494742,plan,BTCUSDT,long,63600.0,,,,,,,,,,wants to enter at 63.6k (current market price) but suspects his levels are being front run; no entry stated yet,,,"I have a feeling I'm being front run here, want to enter at 63.6k CMP",medium,2,https://discord.com/channels/1042855255089623100/1501271173588193290/1518678184000884759
572,2026-06-22T22:30:10Z,1782167410633,call,BTCUSDT,long,63940.0,61500.0,,61000.0,70.0,,,,,"Entry 70% of size, DCA 30% for later",enters 70% at market with 30% held back to add in the 61.5-62k zone; stop is deliberately wide at 61k because he is playing safe,,,"Long BTC

Entry: 63940 CMP (70%)
DCA 30% for later

SL: 61k

Yes SL a bit wide but I'm playing safe, will add at 61.5-62k to improve entry",high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1518744940086169650
573,2026-06-23T14:39:50Z,1782225590305,dca,BTCUSDT,long,,62700.0,,,,,,,62700.0,,green-lights an add at 62.7k market price for anyone wanting to improve their entry on the BTC long; symbol inferred from the running BTC thread,,,If anyone wants to add they can here at 62.7k market price,medium,2,https://discord.com/channels/1042855255089623100/1501271173588193290/1518988963317022900
574,2026-06-24T13:41:56Z,1782308516419,update,BTCUSDT,long,,,,,,,,,,,"still holding, stop unchanged (61k from the MSG 572 call, not restated here so left null) but he will only act on a 4h close; expects a squeeze before 60k breaks",4h close,expects a squeeze before BTC breaks 60k,"Still holding my BTC long, SL remains the same but will wait for 4h close!

I think we will get a squeeze before breaking 60k.",high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1519336780648808478
575,2026-06-24T13:42:34Z,1782308554200,plan,SPCXUSDT,short,155.0,,135|140,,,,,,,,conditional short: only takes it if SPCX gives him 155 before dropping into the 140s; target 135-140. Will post the entry when it happens,,,"Also SPCX looks like an easy short to 135-140 will short it if I get 155 before 140s

Will update whenever I enter",high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1519336939113808096
576,2026-06-24T14:16:09Z,1782310569841,call,JUPUSDT,long,0.214,,0.24,0.1969,,,,,,,"relative strength - JUP is holding up against the dump, so he expects a breakout if BTC reverses",breakout,BTC dumping; setup depends on BTC reversing,"Long JUP

Entry: 0.214 CMP 

TP: 0.24

SL: 0.1969

Holding well against this dump, expecting it to give a breakout here if BTC reverses.",high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1519345393325048010
577,2026-06-24T14:35:38Z,1782311738717,view,BTCUSDT,,,,,,,,,,,,calls the low in - thinks BTC has put in its bottom for the day,,,BTC bottom should be done now at least for today!,high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1519350295946068148
578,2026-06-24T14:36:22Z,1782311782674,update,BTCUSDT,long,63300.0,,,,,,,,,,states the running average entry is 63.3k after yesterday's add; price came back to his entry today then dumped hard,,,"Avg is 63.3k btw added yesterday, touched entry today but then dumped hard",high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1519350480315220200
579,2026-06-24T14:43:07Z,1782312187232,update,BTCUSDT,long,,,,,,,,,,,"did not take the stop even though price traded through it, because he had said he would only act on a 4h close",4h close,,Mentioned will wait for 4h close hence I didn't take SL,high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1519352177154326589
579,2026-06-24T14:43:07Z,1782312187232,plan,BTCUSDT,long,,,,59000.0,,,,,,,"for members who were stopped: re-enter the long, this time using a 59-60k stop (lower bound recorded, full zone 59000-60000). No entry level given",,,If you got SL long again with 59-60k SL,high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1519352177154326589
580,2026-06-24T15:56:06Z,1782316566334,stopped_out,BTCUSDT,long,,,,,,,-1.25,,,,"his bottom call was wrong and the 4h is closing under, which was his stated invalidation; takes the loss at -1.25R and apologises",4h close,,"Was wrong about the bottom, 4h closing under too.

-1.25R for this, apologies",high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1519370544439361608
